"v1013","mes_nome","sexo","raca","faixa_etaria","escolaridade","faixa_renda","n_amostra","populacao_estimada"
"9","Setembro","Masculino","Branca","40-49","Sem instrucao","1 a 2 SM","29","21488.0"
"9","Setembro","Feminino","Branca","40-49","Sem instrucao","Sem informacao","123","53931.0"
"11","Novembro","Masculino","Parda","0-17","Medio incompleto","Ate 1 SM","232","137656.0"
"11","Novembro","Masculino","Parda","50-59","Fundamental completo","Sem informacao","345","169971.0"
"11","Novembro","Feminino","Branca","60+","Pos-graduacao","Sem informacao","392","175937.0"
"11","Novembro","Feminino","Preta","60+","Fundamental incompleto","Sem informacao","1047","491269.0"
"11","Novembro","Masculino","Branca","30-39","Superior incompleto","2 a 4 SM","251","189883.0"
"11","Novembro","Feminino","Amarela","60+","Medio completo","Sem informacao","53","40392.0"
"11","Novembro","Feminino","Parda","60+","Medio incompleto","1 a 2 SM","21","11186.0"
"11","Novembro","Masculino","Amarela","40-49","Superior completo","2 a 4 SM","4","3606.0"
"11","Novembro","Masculino","Parda","30-39","Fundamental incompleto","Ate 1 SM","1214","601800.0"
"11","Novembro","Masculino","Branca","50-59","Medio completo","Sem informacao","679","386779.0"
"11","Novembro","Masculino","Parda","60+","Fundamental completo","Ate 1 SM","119","58110.0"
"11","Novembro","Masculino","Branca","30-39","Fundamental completo","1 a 2 SM","302","184487.0"
"11","Novembro","Masculino","Parda","50-59","Pos-graduacao","Acima 4 SM","111","54561.0"
"11","Novembro","Masculino","Parda","60+","Fundamental incompleto","1 a 2 SM","468","194797.0"
"11","Novembro","Masculino","Branca","18-29","Fundamental incompleto","1 a 2 SM","201","124887.0"
"11","Novembro","Masculino","Parda","30-39","Medio completo","Acima 4 SM","131","87392.0"
"11","Novembro","Masculino","Parda","50-59","Medio completo","Ate 1 SM","368","171826.0"
"11","Novembro","Masculino","Preta","0-17","Fundamental completo","Sem informacao","69","46334.0"
"11","Novembro","Feminino","Amarela","18-29","Superior completo","Sem informacao","11","6893.0"
"11","Novembro","Feminino","Preta","60+","Medio completo","1 a 2 SM","38","18693.0"
"11","Novembro","Feminino","Parda","30-39","Fundamental completo","Ate 1 SM","240","126529.0"
"11","Novembro","Feminino","Parda","30-39","Pos-graduacao","2 a 4 SM","186","113277.0"
"11","Novembro","Feminino","Branca","0-17","Superior incompleto","Sem informacao","20","14297.0"
"11","Novembro","Masculino","Branca","60+","Pos-graduacao","1 a 2 SM","17","13171.0"
"11","Novembro","Feminino","Preta","50-59","Medio incompleto","Sem informacao","79","41922.0"
"11","Novembro","Feminino","Parda","50-59","Fundamental completo","Acima 4 SM","5","2496.0"
"11","Novembro","Feminino","Branca","60+","Fundamental completo","Acima 4 SM","8","3177.0"
"11","Novembro","Feminino","Preta","18-29","Medio completo","Sem informacao","766","499907.0"
"9","Setembro","Masculino","Preta","30-39","Fundamental incompleto","2 a 4 SM","24","15112.0"
"9","Setembro","Masculino","Parda","30-39","Sem instrucao","1 a 2 SM","24","11313.0"
"9","Setembro","Masculino","Parda","30-39","Sem instrucao","Sem informacao","183","88358.0"
"11","Novembro","Masculino","Amarela","0-17","Fundamental incompleto","Sem informacao","133","89048.0"
"11","Novembro","Feminino","Parda","60+","Fundamental completo","Sem informacao","1394","642836.0"
"11","Novembro","Feminino","Parda","50-59","Fundamental completo","Sem informacao","794","372762.0"
"11","Novembro","Masculino","Branca","60+","Medio completo","1 a 2 SM","284","153239.0"
"11","Novembro","Masculino","Branca","60+","Medio completo","Acima 4 SM","133","67186.0"
"11","Novembro","Feminino","Parda","0-17","Fundamental incompleto","Sem informacao","13466","7213611.0"
"11","Novembro","Masculino","Amarela","30-39","Medio incompleto","1 a 2 SM","7","3378.0"
"11","Novembro","Masculino","Preta","40-49","Fundamental incompleto","2 a 4 SM","67","34376.0"
"11","Novembro","Masculino","Branca","50-59","Fundamental completo","1 a 2 SM","379","203403.0"
"11","Novembro","Feminino","Branca","60+","Superior completo","Sem informacao","1887","1026990.0"
"11","Novembro","Masculino","Branca","40-49","Pos-graduacao","2 a 4 SM","114","65631.0"
"11","Novembro","Masculino","Parda","30-39","Superior incompleto","1 a 2 SM","218","138580.0"
"11","Novembro","Masculino","Preta","30-39","Fundamental incompleto","1 a 2 SM","169","103297.0"
"11","Novembro","Feminino","Parda","50-59","Superior completo","2 a 4 SM","267","113725.0"
"11","Novembro","Feminino","Parda","30-39","Medio incompleto","Ate 1 SM","320","185192.0"
"11","Novembro","Feminino","Branca","30-39","Medio incompleto","1 a 2 SM","160","107322.0"
"11","Novembro","Masculino","Preta","40-49","Sem instrucao","Sem informacao","50","19914.0"
"11","Novembro","Feminino","Parda","40-49","Pos-graduacao","1 a 2 SM","91","41058.0"
"11","Novembro","Masculino","Preta","30-39","Fundamental completo","Ate 1 SM","61","31312.0"
"11","Novembro","Masculino","Parda","18-29","Superior incompleto","Ate 1 SM","479","291982.0"
"11","Novembro","Masculino","Parda","30-39","Superior completo","Acima 4 SM","346","242500.0"
"11","Novembro","Masculino","Branca","18-29","Medio incompleto","Sem informacao","885","577410.0"
"11","Novembro","Feminino","Branca","40-49","Superior incompleto","Sem informacao","207","117552.0"
"11","Novembro","Feminino","Preta","30-39","Fundamental incompleto","Sem informacao","247","118350.0"
"10","Outubro","Masculino","Branca","40-49","Superior completo","Acima 4 SM","676","503949.0"
"10","Outubro","Masculino","Parda","18-29","Medio incompleto","Sem informacao","1851","1051305.0"
"10","Outubro","Feminino","Branca","50-59","Fundamental incompleto","Ate 1 SM","640","282992.0"
"10","Outubro","Masculino","Preta","18-29","Medio incompleto","Sem informacao","295","188796.0"
"10","Outubro","Masculino","Parda","30-39","Superior incompleto","1 a 2 SM","224","134219.0"
"10","Outubro","Masculino","Parda","40-49","Fundamental incompleto","Sem informacao","1469","665613.0"
"10","Outubro","Masculino","Parda","30-39","Fundamental incompleto","Acima 4 SM","18","9664.0"
"10","Outubro","Feminino","Amarela","40-49","Medio completo","Ate 1 SM","8","2917.0"
"10","Outubro","Feminino","Branca","0-17","Medio incompleto","Ate 1 SM","134","80873.0"
"10","Outubro","Masculino","Branca","18-29","Fundamental completo","2 a 4 SM","28","19593.0"
"10","Outubro","Feminino","Parda","40-49","Medio completo","2 a 4 SM","181","106563.0"
"10","Outubro","Feminino","Preta","30-39","Fundamental incompleto","1 a 2 SM","30","20305.0"
"10","Outubro","Masculino","Preta","30-39","Fundamental incompleto","1 a 2 SM","158","87153.0"
"10","Outubro","Feminino","Parda","40-49","Fundamental incompleto","2 a 4 SM","24","10081.0"
"10","Outubro","Feminino","Indigena","18-29","Superior incompleto","Sem informacao","14","5877.0"
"10","Outubro","Feminino","Parda","30-39","Medio incompleto","Sem informacao","775","413602.0"
"10","Outubro","Feminino","Preta","30-39","Medio completo","Ate 1 SM","268","161513.0"
"10","Outubro","Masculino","Branca","0-17","Medio completo","Ate 1 SM","12","9205.0"
"10","Outubro","Masculino","Indigena","30-39","Medio completo","1 a 2 SM","12","4759.0"
"10","Outubro","Masculino","Parda","40-49","Sem instrucao","2 a 4 SM","11","5409.0"
"10","Outubro","Feminino","Indigena","40-49","Sem instrucao","Ate 1 SM","2","182.0"
"10","Outubro","Masculino","Amarela","50-59","Fundamental incompleto","Sem informacao","11","4886.0"
"10","Outubro","Masculino","Parda","18-29","Superior incompleto","Acima 4 SM","21","14036.0"
"10","Outubro","Masculino","Branca","50-59","Medio incompleto","Acima 4 SM","28","15363.0"
"10","Outubro","Feminino","Branca","60+","Sem instrucao","Ate 1 SM","21","11124.0"
"10","Outubro","Feminino","Amarela","50-59","Pos-graduacao","2 a 4 SM","4","2386.0"
"10","Outubro","Masculino","Amarela","40-49","Fundamental incompleto","1 a 2 SM","10","5430.0"
"10","Outubro","Feminino","Preta","40-49","Sem instrucao","Ate 1 SM","5","1823.0"
"10","Outubro","Feminino","Branca","40-49","Superior incompleto","1 a 2 SM","165","99982.0"
"10","Outubro","Masculino","Branca","40-49","Medio incompleto","2 a 4 SM","138","88971.0"
"10","Outubro","Masculino","Branca","50-59","Medio incompleto","2 a 4 SM","114","64057.0"
"10","Outubro","Feminino","Parda","50-59","Medio completo","Sem informacao","1520","707093.0"
"11","Novembro","Masculino","Preta","60+","Fundamental completo","1 a 2 SM","33","16548.0"
"9","Setembro","Feminino","Branca","60+","Fundamental incompleto","Sem informacao","6997","3094266.0"
"9","Setembro","Feminino","Branca","50-59","Medio completo","Sem informacao","1667","817590.0"
"9","Setembro","Masculino","Parda","18-29","Medio completo","Sem informacao","3025","1691006.0"
"9","Setembro","Masculino","Branca","18-29","Medio completo","1 a 2 SM","1501","1108362.0"
"9","Setembro","Feminino","Branca","50-59","Superior completo","2 a 4 SM","465","253091.0"
"9","Setembro","Feminino","Branca","30-39","Pos-graduacao","2 a 4 SM","369","227283.0"
"9","Setembro","Feminino","Parda","18-29","Medio completo","Acima 4 SM","7","6126.0"
"9","Setembro","Masculino","Branca","30-39","Fundamental completo","Sem informacao","126","69542.0"
"9","Setembro","Masculino","Parda","30-39","Sem instrucao","Ate 1 SM","66","34666.0"
"9","Setembro","Masculino","Branca","50-59","Pos-graduacao","Acima 4 SM","294","181361.0"
"9","Setembro","Masculino","Branca","30-39","Medio completo","Sem informacao","684","477742.0"
"9","Setembro","Masculino","Parda","40-49","Fundamental incompleto","Sem informacao","1540","672306.0"
"9","Setembro","Feminino","Branca","30-39","Superior incompleto","Sem informacao","335","190084.0"
"9","Setembro","Feminino","Parda","60+","Fundamental completo","Ate 1 SM","65","30647.0"
"9","Setembro","Feminino","Preta","60+","Fundamental completo","1 a 2 SM","11","6136.0"
"9","Setembro","Masculino","Parda","18-29","Superior completo","Sem informacao","283","174938.0"
"9","Setembro","Feminino","Preta","50-59","Medio completo","1 a 2 SM","118","69339.0"
"9","Setembro","Masculino","Parda","60+","Pos-graduacao","Sem informacao","64","22717.0"
"9","Setembro","Feminino","Preta","40-49","Pos-graduacao","Acima 4 SM","36","19818.0"
"9","Setembro","Masculino","Branca","0-17","Medio completo","Sem informacao","90","58806.0"
"9","Setembro","Masculino","Amarela","60+","Pos-graduacao","Sem informacao","3","1835.0"
"9","Setembro","Feminino","Preta","30-39","Fundamental completo","Ate 1 SM","42","26066.0"
"9","Setembro","Masculino","Amarela","40-49","Pos-graduacao","Acima 4 SM","10","9446.0"
"9","Setembro","Feminino","Parda","30-39","Superior incompleto","Acima 4 SM","19","15439.0"
"9","Setembro","Feminino","Amarela","40-49","Pos-graduacao","Sem informacao","2","2968.0"
"9","Setembro","Feminino","Amarela","30-39","Medio completo","Sem informacao","31","18380.0"
"9","Setembro","Masculino","Preta","60+","Medio completo","1 a 2 SM","45","26745.0"
"9","Setembro","Masculino","Amarela","0-17","Sem instrucao","Sem informacao","53","36623.0"
"9","Setembro","Feminino","Parda","50-59","Fundamental completo","Acima 4 SM","5","2472.0"
"9","Setembro","Feminino","Parda","40-49","Superior incompleto","2 a 4 SM","60","36163.0"
"11","Novembro","Masculino","Branca","40-49","Medio completo","Acima 4 SM","264","190172.0"
"10","Outubro","Masculino","Branca","40-49","Fundamental incompleto","1 a 2 SM","907","474363.0"
"10","Outubro","Feminino","Branca","0-17","Medio incompleto","Sem informacao","2249","1288071.0"
"10","Outubro","Feminino","Branca","40-49","Medio incompleto","1 a 2 SM","159","122353.0"
"10","Outubro","Masculino","Parda","0-17","Fundamental completo","Sem informacao","370","180391.0"
"10","Outubro","Masculino","Parda","60+","Fundamental completo","Sem informacao","904","414299.0"
"10","Outubro","Masculino","Preta","30-39","Medio completo","2 a 4 SM","148","104703.0"
"10","Outubro","Feminino","Parda","60+","Medio completo","1 a 2 SM","106","47089.0"
"10","Outubro","Feminino","Parda","18-29","Medio incompleto","Sem informacao","2109","1142410.0"
"10","Outubro","Feminino","Branca","30-39","Medio completo","Acima 4 SM","47","36986.0"
"10","Outubro","Masculino","Branca","18-29","Fundamental incompleto","Ate 1 SM","246","144429.0"
"10","Outubro","Feminino","Branca","50-59","Superior incompleto","2 a 4 SM","44","22702.0"
"10","Outubro","Feminino","Amarela","40-49","Fundamental incompleto","Sem informacao","30","11038.0"
"10","Outubro","Masculino","Indigena","30-39","Fundamental completo","1 a 2 SM","4","4647.0"
"10","Outubro","Masculino","Parda","30-39","Sem instrucao","1 a 2 SM","20","8002.0"
"10","Outubro","Feminino","Parda","18-29","Medio incompleto","1 a 2 SM","152","94422.0"
"10","Outubro","Masculino","Parda","30-39","Medio incompleto","Sem informacao","362","184815.0"
"10","Outubro","Feminino","Parda","50-59","Superior completo","2 a 4 SM","280","122802.0"
"10","Outubro","Feminino","Parda","50-59","Superior incompleto","Sem informacao","101","41347.0"
"10","Outubro","Masculino","Branca","0-17","Superior incompleto","Sem informacao","9","3597.0"
"10","Outubro","Feminino","Branca","40-49","Sem instrucao","Sem informacao","127","61514.0"
"10","Outubro","Feminino","Branca","40-49","Fundamental incompleto","Acima 4 SM","8","5057.0"
"10","Outubro","Masculino","Branca","40-49","Pos-graduacao","Sem informacao","46","24205.0"
"10","Outubro","Feminino","Preta","18-29","Superior completo","2 a 4 SM","35","28863.0"
"10","Outubro","Masculino",,"40-49","Superior completo","Sem informacao","1","374.0"
"10","Outubro","Feminino","Preta","30-39","Superior completo","Ate 1 SM","64","41969.0"
"10","Outubro","Masculino","Preta","18-29","Fundamental completo","Sem informacao","72","47134.0"
"10","Outubro","Masculino","Parda","18-29","Superior incompleto","Ate 1 SM","486","286548.0"
"10","Outubro","Masculino","Preta","50-59","Superior incompleto","2 a 4 SM","9","3738.0"
"10","Outubro","Masculino","Preta","30-39","Superior completo","Sem informacao","46","29263.0"
"10","Outubro","Masculino","Parda","50-59","Superior completo","1 a 2 SM","90","41200.0"
"10","Outubro","Feminino","Preta","60+","Fundamental incompleto","Acima 4 SM","1","289.0"
"10","Outubro","Feminino","Preta","50-59","Superior completo","1 a 2 SM","43","25028.0"
"10","Outubro","Masculino","Preta","40-49","Pos-graduacao","2 a 4 SM","18","11841.0"
"10","Outubro","Masculino","Parda","40-49","Pos-graduacao","Acima 4 SM","158","85292.0"
"10","Outubro","Feminino","Amarela","0-17","Fundamental completo","Sem informacao","4","2949.0"
"10","Outubro","Masculino","Preta","40-49","Medio incompleto","Sem informacao","47","27648.0"
"10","Outubro","Feminino","Preta","30-39","Medio incompleto","Ate 1 SM","48","29572.0"
"10","Outubro","Masculino","Amarela","60+","Superior completo","1 a 2 SM","3","1285.0"
"10","Outubro","Feminino","Parda","30-39","Pos-graduacao","Sem informacao","94","64779.0"
"10","Outubro","Feminino","Branca","30-39","Medio completo","1 a 2 SM","1132","775928.0"
"10","Outubro","Feminino","Branca","18-29","Medio completo","Sem informacao","2457","1671847.0"
"10","Outubro","Feminino","Branca","18-29","Fundamental incompleto","Sem informacao","395","214121.0"
"10","Outubro","Feminino","Branca","18-29","Superior completo","Ate 1 SM","249","158190.0"
"10","Outubro","Feminino","Branca","30-39","Medio completo","Ate 1 SM","710","422927.0"
"10","Outubro","Feminino","Branca","18-29","Medio incompleto","Sem informacao","966","566558.0"
"10","Outubro","Masculino","Preta","60+","Medio completo","Sem informacao","233","133026.0"
"10","Outubro","Masculino","Branca","50-59","Superior completo","2 a 4 SM","337","178668.0"
"10","Outubro","Masculino","Branca","60+","Pos-graduacao","1 a 2 SM","17","9972.0"
"10","Outubro","Masculino","Parda","18-29","Sem instrucao","Sem informacao","135","77553.0"
"10","Outubro","Masculino","Parda","18-29","Medio completo","1 a 2 SM","1668","1204713.0"
"10","Outubro","Feminino","Parda","40-49","Superior incompleto","1 a 2 SM","123","80444.0"
"10","Outubro","Feminino","Branca","0-17","Fundamental completo","Sem informacao","221","143382.0"
"10","Outubro","Feminino","Parda","30-39","Superior incompleto","Sem informacao","334","174884.0"
"10","Outubro","Masculino","Branca","40-49","Fundamental incompleto","Acima 4 SM","59","31671.0"
"10","Outubro","Feminino","Parda","60+","Pos-graduacao","Sem informacao","143","49867.0"
"10","Outubro","Feminino","Parda","18-29","Superior completo","Sem informacao","531","311899.0"
"10","Outubro","Feminino","Branca","50-59","Fundamental incompleto","Acima 4 SM","14","5821.0"
"10","Outubro","Masculino","Branca","40-49","Medio incompleto","Ate 1 SM","103","55675.0"
"10","Outubro","Masculino","Branca","18-29","Medio incompleto","Acima 4 SM","11","6256.0"
